playerID,yearID,lgID,POS,awardID,gold_glove,Training_Validation
moorean02,2017,AL,P,,NO,Training
moorean02,2019,AL,P,,NO,Training
mooredy01,2019,AL,1B,,NO,Training
mooredy01,2019,AL,2B,,NO,Training
mooredy01,2019,AL,3B,,NO,Training
mooredy01,2019,AL,OF,,NO,Training
mooredy01,2019,AL,P,,NO,Training
mooredy01,2019,AL,SS,,NO,Training
mooredy01,2020,AL,1B,,NO,Training
mooredy01,2020,AL,2B,,NO,Training
mooredy01,2020,AL,3B,,NO,Training
mooredy01,2020,AL,OF,,NO,Training
mooredy01,2020,AL,SS,,NO,Training
mooredy01,2021,AL,2B,,NO,Training
mooredy01,2021,AL,3B,,NO,Training
mooredy01,2021,AL,OF,,NO,Training
mooredy01,2021,AL,SS,,NO,Training
mooredy01,2022,AL,1B,,NO,Training
mooredy01,2022,AL,2B,,NO,Training
mooredy01,2022,AL,3B,,NO,Training
mooredy01,2022,AL,OF,,NO,Training
mooredy01,2022,AL,SS,,NO,Training
mooredy01,2023,AL,1B,,NO,Validation
mooredy01,2023,AL,2B,,NO,Validation
mooredy01,2023,AL,3B,,NO,Validation
mooredy01,2023,AL,OF,,NO,Validation
mooredy01,2023,AL,SS,,NO,Validation
moorema02,2013,AL,P,,NO,Training
moorema02,2014,AL,P,,NO,Training
moorema02,2015,AL,P,,NO,Training
moorema02,2016,AL,P,,NO,Training
moorema02,2016,NL,P,,NO,Training
moorema02,2017,NL,P,,NO,Training
moorema02,2018,AL,P,,NO,Training
moorema02,2019,AL,P,,NO,Training
moorema02,2021,NL,P,,NO,Training
moorema02,2022,AL,P,,NO,Training
moorema02,2023,AL,P,,NO,Validation
moorema02,2023,AL,P,,NO,Validation
moorema02,2023,NL,P,,NO,Validation
mooremc01,2023,NL,P,,NO,Validation
moorety01,2013,NL,1B,,NO,Training
moorety01,2013,NL,OF,,NO,Training
moorety01,2014,NL,1B,,NO,Training
moorety01,2014,NL,OF,,NO,Training
moorety01,2015,NL,1B,,NO,Training
moorety01,2015,NL,OF,,NO,Training
moorety01,2015,NL,P,,NO,Training
moorety01,2017,NL,1B,,NO,Training
moorety01,2017,NL,OF,,NO,Training
moralfr01,2013,AL,P,,NO,Training
moralfr01,2014,NL,P,,NO,Training
moralfr01,2015,AL,P,,NO,Training
moralfr01,2016,AL,P,,NO,Training
moralfr02,2022,NL,P,,NO,Training
moralke01,2013,AL,1B,,NO,Training
moralke01,2014,AL,1B,,NO,Training
moralke01,2014,AL,1B,,NO,Training
moralke01,2015,AL,1B,,NO,Training
moralke01,2016,AL,1B,,NO,Training
moralke01,2016,AL,OF,,NO,Training
moralke01,2017,AL,1B,,NO,Training
moralke01,2018,AL,1B,,NO,Training
moralke01,2018,AL,3B,,NO,Training
moralke01,2018,AL,P,,NO,Training
moralke01,2019,AL,1B,,NO,Training
moralke01,2019,AL,P,,NO,Training
moralke01,2019,AL,1B,,NO,Training
moralos01,2018,AL,P,,NO,Training
moranbr01,2019,NL,P,,NO,Training
moranbr01,2020,AL,P,,NO,Training
moranbr01,2020,NL,P,,NO,Training
moranbr01,2022,AL,P,,NO,Training
moranco01,2016,AL,3B,,NO,Training
moranco01,2017,AL,1B,,NO,Training
moranco01,2017,AL,3B,,NO,Training
moranco01,2017,AL,SS,,NO,Training
moranco01,2018,NL,3B,,NO,Training
moranco01,2019,NL,1B,,NO,Training
moranco01,2019,NL,2B,,NO,Training
moranco01,2019,NL,3B,,NO,Training
moranco01,2019,NL,OF,,NO,Training
moranco01,2020,NL,1B,,NO,Training
moranco01,2020,NL,3B,,NO,Training
moranco01,2021,NL,1B,,NO,Training
moranco01,2021,NL,3B,,NO,Training
moranco01,2022,NL,1B,,NO,Training
moranco01,2022,NL,3B,,NO,Training
moranjo01,2021,AL,P,,NO,Training
moranjo01,2022,AL,P,,NO,Training
moranjo01,2023,AL,P,,NO,Validation
morejad01,2019,NL,P,,NO,Training
morejad01,2020,NL,P,,NO,Training
morejad01,2021,NL,P,,NO,Training
morejad01,2022,NL,P,,NO,Training
morejad01,2023,NL,P,,NO,Validation
morelbr01,2013,AL,1B,,NO,Training
morelbr01,2013,AL,3B,,NO,Training
morelbr01,2014,NL,1B,,NO,Training
morelbr01,2014,NL,3B,,NO,Training
morelbr01,2015,NL,3B,,NO,Training
morelch01,2022,NL,2B,,NO,Training
morelch01,2022,NL,3B,,NO,Training
morelch01,2022,NL,OF,,NO,Training
morelch01,2022,NL,SS,,NO,Training
morelch01,2023,NL,2B,,NO,Validation
morelch01,2023,NL,3B,,NO,Validation
morelch01,2023,NL,OF,,NO,Validation
morelch01,2023,NL,SS,,NO,Validation
morelmi01,2013,AL,1B,,NO,Training
morelmi01,2013,AL,OF,,NO,Training
morelmi01,2014,AL,1B,,NO,Training
morelmi01,2014,AL,OF,,NO,Training
morelmi01,2014,AL,P,,NO,Training
morelmi01,2015,AL,1B,,NO,Training
morelmi01,2016,AL,1B,Gold Glove,Yes,Training
morelmi01,2017,AL,1B,,NO,Training
morelmi01,2017,AL,P,,NO,Training
morelmi01,2018,AL,1B,,NO,Training
morelmi01,2019,AL,1B,,NO,Training
morelmi01,2020,AL,1B,,NO,Training
morelmi01,2020,NL,1B,,NO,Training
morelmi01,2021,AL,1B,,NO,Training
morelmi01,2021,AL,P,,NO,Training
morendi01,2015,AL,P,,NO,Training
morendi01,2017,AL,P,,NO,Training
morenga01,2022,AL,2B,,NO,Training
morenga01,2022,AL,3B,,NO,Training
morenga01,2022,AL,C,,NO,Training
morenga01,2022,AL,OF,,NO,Training
morenga01,2023,NL,C,Gold Glove,Yes,Validation
moretda01,2021,NL,P,,NO,Training
moretda01,2022,NL,P,,NO,Training
moretda01,2023,NL,P,,NO,Validation
morgaad01,2015,NL,P,,NO,Training
morgaad01,2016,NL,P,,NO,Training
morgaad01,2017,NL,P,,NO,Training
morgaad01,2018,NL,P,,NO,Training
morgaad01,2019,NL,P,,NO,Training
morgaad01,2020,NL,P,,NO,Training
morgaad01,2021,NL,P,,NO,Training
morgael01,2021,AL,P,,NO,Training
morgael01,2022,AL,P,,NO,Training
morgael01,2023,AL,P,,NO,Validation
morgany01,2014,AL,OF,,NO,Training
morimsh01,2016,AL,P,,NO,Training
morimsh01,2021,NL,P,,NO,Training
morinmi01,2014,AL,P,,NO,Training
morinmi01,2015,AL,P,,NO,Training
morinmi01,2016,AL,P,,NO,Training
morinmi01,2017,AL,P,,NO,Training
morinmi01,2017,AL,P,,NO,Training
morinmi01,2018,AL,P,,NO,Training
morinmi01,2019,AL,P,,NO,Training
morinmi01,2019,NL,P,,NO,Training
morinmi01,2020,NL,P,,NO,Training
morneju01,2013,AL,1B,,NO,Training
morneju01,2013,NL,1B,,NO,Training
morneju01,2014,NL,1B,,NO,Training
morneju01,2015,NL,1B,,NO,Training
morofma01,2017,NL,2B,,NO,Training
morofma01,2017,NL,3B,,NO,Training
morofma01,2017,NL,SS,,NO,Training
morofma01,2018,NL,2B,,NO,Training
morofma01,2018,NL,SS,,NO,Training
morofma01,2019,AL,2B,,NO,Training
morofma01,2019,AL,3B,,NO,Training
morofma01,2019,AL,SS,,NO,Training
morofma01,2021,NL,2B,,NO,Training
morofma01,2021,NL,3B,,NO,Training
moronre01,2017,NL,P,,NO,Training
moronre01,2018,NL,P,,NO,Training
moronre01,2019,NL,P,,NO,Training
moronre01,2021,NL,P,,NO,Training
moronre01,2022,NL,P,,NO,Training
moronre01,2022,NL,P,,NO,Training
moronre01,2023,AL,P,,NO,Validation
morriaj01,2016,NL,P,,NO,Training
morriak01,2015,NL,P,,NO,Training
morriak01,2017,NL,P,,NO,Training
morriak01,2018,AL,P,,NO,Training
morribr01,2013,NL,P,,NO,Training
morribr01,2014,NL,P,,NO,Training
morribr01,2014,NL,P,,NO,Training
morribr01,2015,NL,P,,NO,Training
morribr01,2016,NL,P,,NO,Training
morribr01,2017,NL,P,,NO,Training
morrico01,2022,AL,P,,NO,Training
morrico01,2023,AL,P,,NO,Validation
morrilo01,2013,NL,1B,,NO,Training
morrilo01,2014,AL,1B,,NO,Training
morrilo01,2014,AL,OF,,NO,Training
morrilo01,2015,AL,1B,,NO,Training
morrilo01,2015,AL,OF,,NO,Training
morrilo01,2016,AL,1B,,NO,Training
morrilo01,2017,AL,1B,,NO,Training
morrilo01,2018,AL,1B,,NO,Training
morrilo01,2018,AL,OF,,NO,Training
morrilo01,2019,NL,1B,,NO,Training
morrilo01,2020,NL,1B,,NO,Training
morrobr01,2013,AL,P,,NO,Training
morrobr01,2014,AL,P,,NO,Training
morrobr01,2015,NL,P,,NO,Training
morrobr01,2016,NL,P,,NO,Training
morrobr01,2017,NL,P,,NO,Training
morrobr01,2018,NL,P,,NO,Training
morsemi01,2013,AL,1B,,NO,Training
morsemi01,2013,AL,OF,,NO,Training
morsemi01,2013,AL,OF,,NO,Training
morsemi01,2014,NL,1B,,NO,Training
morsemi01,2014,NL,OF,,NO,Training
morsemi01,2015,NL,1B,,NO,Training
morsemi01,2015,NL,OF,,NO,Training
morsemi01,2015,NL,1B,,NO,Training
morsemi01,2016,NL,1B,,NO,Training
morsemi01,2017,NL,1B,,NO,Training
morsemi01,2017,NL,OF,,NO,Training
mortecl01,2013,AL,P,,NO,Training
mortoch02,2013,NL,P,,NO,Training
mortoch02,2014,NL,P,,NO,Training
mortoch02,2015,NL,P,,NO,Training
mortoch02,2016,NL,P,,NO,Training
mortoch02,2017,AL,P,,NO,Training
mortoch02,2018,AL,P,,NO,Training
mortoch02,2019,AL,P,,NO,Training
mortoch02,2020,AL,P,,NO,Training
mortoch02,2021,NL,P,,NO,Training
mortoch02,2022,NL,P,,NO,Training
mortoch02,2023,NL,P,,NO,Validation
moscogu01,2013,NL,P,,NO,Training
moscojo01,2015,NL,P,,NO,Training
moscojo01,2016,NL,P,,NO,Training
mossbr01,2013,AL,1B,,NO,Training
mossbr01,2013,AL,3B,,NO,Training
mossbr01,2013,AL,OF,,NO,Training
mossbr01,2014,AL,1B,,NO,Training
mossbr01,2014,AL,OF,,NO,Training
mossbr01,2015,AL,1B,,NO,Training
mossbr01,2015,AL,OF,,NO,Training
mossbr01,2015,NL,1B,,NO,Training
mossbr01,2015,NL,OF,,NO,Training
mossbr01,2016,NL,1B,,NO,Training
mossbr01,2016,NL,OF,,NO,Training
mossbr01,2017,AL,1B,,NO,Training
mossbr01,2017,AL,OF,,NO,Training
motteja01,2014,NL,P,,NO,Training
motteja01,2015,NL,P,,NO,Training
motteja01,2016,NL,P,,NO,Training
motteja01,2017,NL,P,,NO,Training
motteta01,2016,AL,1B,,NO,Training
motteta01,2016,AL,2B,,NO,Training
motteta01,2016,AL,3B,,NO,Training
motteta01,2016,AL,OF,,NO,Training
motteta01,2016,AL,P,,NO,Training
motteta01,2016,AL,SS,,NO,Training
motteta01,2017,AL,1B,,NO,Training
motteta01,2017,AL,2B,,NO,Training
motteta01,2017,AL,3B,,NO,Training
motteta01,2017,AL,OF,,NO,Training
motteta01,2017,AL,SS,,NO,Training
motteta01,2018,AL,1B,,NO,Training
motteta01,2018,AL,OF,,NO,Training
motteta01,2018,AL,P,,NO,Training
motteta01,2018,AL,2B,,NO,Training
motteta01,2018,AL,3B,,NO,Training
motteta01,2018,AL,OF,,NO,Training
motteta01,2018,AL,SS,,NO,Training
motteta01,2021,NL,3B,,NO,Training
motteta01,2021,NL,OF,,NO,Training
motteta01,2021,AL,2B,,NO,Training
motteta01,2022,NL,2B,,NO,Training
motteta01,2022,NL,3B,,NO,Training
motteta01,2023,NL,1B,,NO,Validation
motteta01,2023,NL,2B,,NO,Validation
motteta01,2023,NL,3B,,NO,Validation
motteta01,2023,NL,OF,,NO,Validation
motteta01,2023,NL,SS,,NO,Validation
mountry01,2020,AL,1B,,NO,Training
mountry01,2020,AL,OF,,NO,Training
mountry01,2021,AL,1B,,NO,Training
mountry01,2021,AL,OF,,NO,Training
mountry01,2022,AL,1B,,NO,Training
mountry01,2023,AL,1B,,NO,Validation
moustmi01,2013,AL,3B,,NO,Training
moustmi01,2014,AL,3B,,NO,Training
moustmi01,2015,AL,3B,,NO,Training
moustmi01,2016,AL,3B,,NO,Training
moustmi01,2017,AL,3B,,NO,Training
moustmi01,2018,AL,1B,,NO,Training
moustmi01,2018,AL,3B,,NO,Training
moustmi01,2018,NL,3B,,NO,Training
moustmi01,2019,NL,2B,,NO,Training
moustmi01,2019,NL,3B,,NO,Training
moustmi01,2020,NL,1B,,NO,Training
moustmi01,2020,NL,2B,,NO,Training
moustmi01,2020,NL,3B,,NO,Training
moustmi01,2021,NL,1B,,NO,Training
moustmi01,2021,NL,2B,,NO,Training
moustmi01,2021,NL,3B,,NO,Training
moustmi01,2022,NL,1B,,NO,Training
moustmi01,2022,NL,3B,,NO,Training
moustmi01,2023,NL,1B,,NO,Validation
moustmi01,2023,NL,3B,,NO,Validation
moustmi01,2023,AL,1B,,NO,Validation
moustmi01,2023,AL,3B,,NO,Validation
moyaga01,2017,AL,P,,NO,Training
moyaga01,2018,AL,P,,NO,Training
moyast01,2014,AL,OF,,NO,Training
moyast01,2015,AL,OF,,NO,Training
moyast01,2016,AL,OF,,NO,Training
moylape01,2013,NL,P,,NO,Training
moylape01,2015,NL,P,,NO,Training
moylape01,2016,AL,P,,NO,Training
moylape01,2017,AL,P,,NO,Training
moylape01,2018,NL,P,,NO,Training
muckeza01,2023,NL,P,,NO,Validation
mujiced01,2013,NL,P,,NO,Training
mujiced01,2014,AL,P,,NO,Training
mujiced01,2015,AL,P,,NO,Training
mujiced01,2015,AL,P,,NO,Training
mujiced01,2017,AL,P,,NO,Training
mujicjo01,2020,NL,P,,NO,Training
mulleco01,2016,AL,P,,NO,Training
mulleky01,2021,NL,P,,NO,Training
mulleky01,2022,NL,P,,NO,Training
mulleky01,2023,AL,P,,NO,Validation
mullice01,2018,AL,OF,,NO,Training
mullice01,2019,AL,OF,,NO,Training
mullice01,2020,AL,OF,,NO,Training
mullice01,2021,AL,OF,,NO,Training
mullice01,2022,AL,OF,,NO,Training
mullice01,2023,AL,OF,,NO,Validation
muncyma01,2015,AL,1B,,NO,Training
muncyma01,2015,AL,3B,,NO,Training
muncyma01,2016,AL,2B,,NO,Training
muncyma01,2016,AL,3B,,NO,Training
muncyma01,2016,AL,OF,,NO,Training
muncyma01,2018,NL,1B,,NO,Training
muncyma01,2018,NL,2B,,NO,Training
muncyma01,2018,NL,3B,,NO,Training
muncyma01,2018,NL,OF,,NO,Training
muncyma01,2019,NL,1B,,NO,Training
muncyma01,2019,NL,2B,,NO,Training
muncyma01,2019,NL,3B,,NO,Training
muncyma01,2020,NL,1B,,NO,Training
muncyma01,2020,NL,2B,,NO,Training
muncyma01,2020,NL,3B,,NO,Training
muncyma01,2021,NL,1B,,NO,Training
muncyma01,2021,NL,2B,,NO,Training
muncyma01,2021,NL,3B,,NO,Training
muncyma01,2022,NL,1B,,NO,Training
muncyma01,2022,NL,2B,,NO,Training
muncyma01,2022,NL,3B,,NO,Training
muncyma01,2023,NL,3B,,NO,Validation
munoda01,2015,NL,2B,,NO,Training
munoda01,2015,NL,3B,,NO,Training
munozan01,2019,NL,P,,NO,Training
munozan01,2021,AL,P,,NO,Training
munozan01,2022,AL,P,,NO,Training
munozan01,2023,AL,P,,NO,Validation
munozya01,2018,NL,2B,,NO,Training
munozya01,2018,NL,3B,,NO,Training
munozya01,2018,NL,OF,,NO,Training
munozya01,2018,NL,SS,,NO,Training
munozya01,2019,NL,2B,,NO,Training
munozya01,2019,NL,3B,,NO,Training
munozya01,2019,NL,OF,,NO,Training
munozya01,2019,NL,SS,,NO,Training
munozya01,2020,AL,OF,,NO,Training
munozya01,2021,AL,2B,,NO,Training
munozya01,2021,AL,OF,,NO,Training
munozya01,2022,NL,2B,,NO,Training
munozya01,2022,NL,3B,,NO,Training
munozya01,2022,NL,OF,,NO,Training
muratto01,2015,AL,P,,NO,Training
murfepe01,2022,AL,P,,NO,Training
murfepe01,2023,AL,P,,NO,Validation
murphch01,2023,AL,P,,NO,Validation
murphda07,2013,AL,OF,,NO,Training
murphda07,2013,AL,P,,NO,Training
murphda07,2014,AL,OF,,NO,Training
murphda07,2015,AL,OF,,NO,Training
murphda07,2015,AL,P,,NO,Training
murphda07,2015,AL,OF,,NO,Training
murphda08,2013,NL,1B,,NO,Training
murphda08,2013,NL,2B,,NO,Training
murphda08,2014,NL,1B,,NO,Training
murphda08,2014,NL,2B,,NO,Training
murphda08,2014,NL,3B,,NO,Training
murphda08,2015,NL,1B,,NO,Training
murphda08,2015,NL,2B,,NO,Training
murphda08,2015,NL,3B,,NO,Training
murphda08,2016,NL,1B,,NO,Training
murphda08,2016,NL,2B,,NO,Training
murphda08,2016,NL,3B,,NO,Training
murphda08,2017,NL,2B,,NO,Training
murphda08,2018,NL,1B,,NO,Training
murphda08,2018,NL,2B,,NO,Training
murphda08,2018,NL,2B,,NO,Training
murphda08,2019,NL,1B,,NO,Training
murphda08,2019,NL,2B,,NO,Training
murphda08,2020,NL,1B,,NO,Training
murphdo01,2013,NL,2B,,NO,Training
murphdo01,2013,NL,3B,,NO,Training
murphdo01,2013,NL,SS,,NO,Training
murphdo01,2014,AL,1B,,NO,Training
murphdo01,2014,AL,2B,,NO,Training
murphdo01,2014,AL,3B,,NO,Training
murphjr01,2013,AL,C,,NO,Training
murphjr01,2014,AL,C,,NO,Training
murphjr01,2015,AL,C,,NO,Training
murphjr01,2016,AL,C,,NO,Training
murphjr01,2017,NL,C,,NO,Training
murphjr01,2018,NL,C,,NO,Training
murphjr01,2019,NL,C,,NO,Training
murphjr01,2019,NL,P,,NO,Training
murphjr01,2019,NL,C,,NO,Training
murphjr01,2020,NL,C,,NO,Training
murphjr01,2020,NL,P,,NO,Training
murphpa02,2020,AL,P,,NO,Training
murphpa02,2021,AL,P,,NO,Training
murphpa02,2021,NL,P,,NO,Training
murphpa02,2022,NL,P,,NO,Training
murphse01,2019,AL,C,,NO,Training
murphse01,2020,AL,C,,NO,Training
murphse01,2021,AL,C,Gold Glove,Yes,Training
murphse01,2022,AL,C,,NO,Training
murphse01,2023,NL,C,,NO,Validation
murphto04,2015,NL,C,,NO,Training
murphto04,2016,NL,C,,NO,Training
murphto04,2017,NL,C,,NO,Training
murphto04,2018,NL,C,,NO,Training
murphto04,2019,AL,C,,NO,Training
murphto04,2019,AL,OF,,NO,Training
murphto04,2019,AL,P,,NO,Training
murphto04,2021,AL,C,,NO,Training
murphto04,2022,AL,C,,NO,Training
murphto04,2023,AL,C,,NO,Validation
murraco01,2015,NL,P,,NO,Training
murraco01,2016,NL,P,,NO,Training
musgrha01,2018,NL,P,,NO,Training
musgrha01,2019,NL,P,,NO,Training
musgrjo01,2016,AL,P,,NO,Training
musgrjo01,2017,AL,P,,NO,Training
musgrjo01,2018,NL,P,,NO,Training
musgrjo01,2019,NL,P,,NO,Training
musgrjo01,2020,NL,P,,NO,Training
musgrjo01,2021,NL,OF,,NO,Training
musgrjo01,2021,NL,P,,NO,Training
musgrjo01,2022,NL,P,,NO,Training
musgrjo01,2023,NL,P,,NO,Validation
mushipa01,2022,AL,P,,NO,Training
mushipa01,2023,AL,P,,NO,Validation
muzzisi01,2022,NL,OF,,NO,Training
myersbr01,2013,AL,P,,NO,Training
myersda01,2023,NL,OF,,NO,Validation
myerswi01,2013,AL,OF,,NO,Training
myerswi01,2014,AL,1B,,NO,Training
myerswi01,2014,AL,OF,,NO,Training
myerswi01,2015,NL,1B,,NO,Training
myerswi01,2015,NL,OF,,NO,Training
myerswi01,2016,NL,1B,,NO,Training
myerswi01,2016,NL,3B,,NO,Training
myerswi01,2016,NL,OF,,NO,Training
myerswi01,2017,NL,1B,,NO,Training
myerswi01,2017,NL,2B,,NO,Training
myerswi01,2018,NL,1B,,NO,Training
myerswi01,2018,NL,3B,,NO,Training
myerswi01,2018,NL,OF,,NO,Training
myerswi01,2019,NL,1B,,NO,Training
myerswi01,2019,NL,3B,,NO,Training
myerswi01,2019,NL,OF,,NO,Training
myerswi01,2020,NL,1B,,NO,Training
myerswi01,2020,NL,OF,,NO,Training
myerswi01,2021,NL,OF,,NO,Training
myerswi01,2022,NL,1B,,NO,Training
myerswi01,2022,NL,3B,,NO,Training
myerswi01,2022,NL,OF,,NO,Training
myerswi01,2022,NL,P,,NO,Training
myerswi01,2023,NL,1B,,NO,Validation
myerswi01,2023,NL,OF,,NO,Validation
nadyxa01,2014,NL,1B,,NO,Training
nadyxa01,2014,NL,OF,,NO,Training
naileja01,2022,NL,P,,NO,Training
naileja01,2023,NL,P,,NO,Validation
nanceto01,2021,NL,P,,NO,Training
nanceto01,2022,NL,P,,NO,Training
napolmi01,2013,AL,1B,,NO,Training
napolmi01,2014,AL,1B,,NO,Training
napolmi01,2015,AL,1B,,NO,Training
napolmi01,2015,AL,1B,,NO,Training
napolmi01,2015,AL,OF,,NO,Training
napolmi01,2016,AL,1B,,NO,Training
napolmi01,2017,AL,1B,,NO,Training
naquity01,2016,AL,OF,,NO,Training
naquity01,2017,AL,OF,,NO,Training
naquity01,2018,AL,OF,,NO,Training
naquity01,2019,AL,OF,,NO,Training
naquity01,2020,AL,OF,,NO,Training
naquity01,2021,NL,OF,,NO,Training
naquity01,2022,NL,OF,,NO,Training
naquity01,2022,NL,OF,,NO,Training
naquity01,2023,AL,OF,,NO,Validation
nardian01,2022,NL,P,,NO,Training
nardian01,2023,NL,P,,NO,Validation
narvaom01,2016,AL,C,,NO,Training
narvaom01,2017,AL,1B,,NO,Training
narvaom01,2017,AL,C,,NO,Training
narvaom01,2018,AL,C,,NO,Training
narvaom01,2019,AL,2B,,NO,Training
narvaom01,2019,AL,C,,NO,Training
narvaom01,2020,NL,C,,NO,Training
narvaom01,2021,NL,2B,,NO,Training
narvaom01,2021,NL,C,,NO,Training
narvaom01,2022,NL,C,,NO,Training
narvaom01,2023,NL,C,,NO,Validation
narvech01,2013,NL,P,,NO,Training
narvech01,2015,NL,P,,NO,Training
narvech01,2016,NL,P,,NO,Training
nathajo01,2013,AL,P,,NO,Training
nathajo01,2014,AL,P,,NO,Training
nathajo01,2015,AL,P,,NO,Training
nathajo01,2016,NL,P,,NO,Training
nathajo01,2016,NL,P,,NO,Training
naughpa01,2021,AL,P,,NO,Training
naughpa01,2022,NL,P,,NO,Training
naughpa01,2023,NL,P,,NO,Validation
navada01,2013,AL,1B,,NO,Training
navada01,2013,AL,OF,,NO,Training
navada01,2014,AL,1B,,NO,Training
navada01,2014,AL,OF,,NO,Training
navada01,2015,AL,1B,,NO,Training
navada01,2015,AL,OF,,NO,Training
navada01,2015,AL,1B,,NO,Training
navada01,2015,AL,OF,,NO,Training
navada01,2016,AL,OF,,NO,Training
navada01,2016,AL,1B,,NO,Training
navada01,2017,NL,1B,,NO,Training
navada01,2017,NL,OF,,NO,Training
navarbr01,2020,NL,C,,NO,Training
navardi01,2013,NL,C,,NO,Training
navardi01,2014,AL,C,,NO,Training
navardi01,2015,AL,C,,NO,Training
navardi01,2016,AL,C,,NO,Training
navardi01,2016,AL,C,,NO,Training
navared01,2023,AL,P,,NO,Validation
navaref01,2013,AL,1B,,NO,Training
navaref01,2014,AL,1B,,NO,Training
navaref01,2014,AL,OF,,NO,Training
navaref01,2015,AL,1B,,NO,Training
navaref01,2015,AL,OF,,NO,Training
navaref01,2017,AL,1B,,NO,Training
navaref01,2018,NL,1B,,NO,Training
navarre01,2015,AL,2B,,NO,Training
navarya01,2013,AL,2B,,NO,Training
naylobo01,2022,AL,C,,NO,Training
naylobo01,2023,AL,C,,NO,Validation
naylojo01,2019,NL,OF,,NO,Training
naylojo01,2020,NL,1B,,NO,Training
naylojo01,2020,NL,OF,,NO,Training
naylojo01,2020,AL,1B,,NO,Training
naylojo01,2020,AL,OF,,NO,Training
naylojo01,2021,AL,1B,,NO,Training
naylojo01,2021,AL,OF,,NO,Training
naylojo01,2022,AL,1B,,NO,Training
naylojo01,2022,AL,OF,,NO,Training
naylojo01,2023,AL,1B,,NO,Validation
naylojo01,2023,AL,OF,,NO,Validation
nealth01,2013,AL,OF,,NO,Training
nealth01,2013,NL,OF,,NO,Training
nealza01,2016,AL,P,,NO,Training
nealza01,2017,AL,P,,NO,Training
nealza01,2018,NL,P,,NO,Training
nealza01,2023,AL,P,,NO,Validation
negrokr01,2014,NL,2B,,NO,Training
negrokr01,2014,NL,3B,,NO,Training
negrokr01,2014,NL,OF,,NO,Training
negrokr01,2014,NL,SS,,NO,Training
negrokr01,2015,NL,1B,,NO,Training
negrokr01,2015,NL,2B,,NO,Training
negrokr01,2015,NL,3B,,NO,Training
negrokr01,2015,NL,OF,,NO,Training
negrokr01,2015,NL,SS,,NO,Training
negrokr01,2017,NL,1B,,NO,Training
negrokr01,2017,NL,2B,,NO,Training
negrokr01,2017,NL,OF,,NO,Training
negrokr01,2017,NL,SS,,NO,Training
negrokr01,2018,NL,OF,,NO,Training
negrokr01,2018,AL,2B,,NO,Training
negrokr01,2018,AL,3B,,NO,Training
negrokr01,2018,AL,OF,,NO,Training
negrokr01,2018,AL,SS,,NO,Training
negrokr01,2019,AL,3B,,NO,Training
negrokr01,2019,AL,OF,,NO,Training
negrokr01,2019,NL,2B,,NO,Training
negrokr01,2019,NL,3B,,NO,Training
negrokr01,2019,NL,OF,,NO,Training
negrokr01,2019,NL,SS,,NO,Training
neideni01,2020,NL,P,,NO,Training
neideni01,2021,NL,P,,NO,Training
neideni01,2022,NL,P,,NO,Training
nelsoch01,2013,NL,3B,,NO,Training
nelsoch01,2013,AL,3B,,NO,Training
nelsoch01,2013,AL,2B,,NO,Training
nelsoch01,2013,AL,3B,,NO,Training
nelsoch01,2014,NL,1B,,NO,Training
nelsoch01,2014,NL,2B,,NO,Training
nelsoch01,2014,NL,3B,,NO,Training
nelsoji02,2013,NL,P,,NO,Training
nelsoji02,2014,NL,P,,NO,Training
nelsoji02,2015,NL,P,,NO,Training
nelsoji02,2016,NL,P,,NO,Training
nelsoji02,2017,NL,P,,NO,Training
nelsoji02,2019,NL,P,,NO,Training
nelsoji02,2021,NL,P,,NO,Training
nelsoky01,2020,AL,P,,NO,Training
nelsoky01,2021,AL,P,,NO,Training
nelsoky01,2022,NL,P,,NO,Training
nelsoky01,2023,NL,P,,NO,Validation
nelsoni01,2020,AL,P,,NO,Training
nelsoni01,2021,AL,P,,NO,Training
nelsoni01,2022,NL,P,,NO,Training
nelsoni01,2023,NL,P,,NO,Validation
nelsory01,2022,NL,P,,NO,Training
nelsory01,2023,NL,P,,NO,Validation
nerishe01,2014,NL,P,,NO,Training
nerishe01,2015,NL,P,,NO,Training
nerishe01,2016,NL,P,,NO,Training
nerishe01,2017,NL,P,,NO,Training
nerishe01,2018,NL,P,,NO,Training
nerishe01,2019,NL,P,,NO,Training
nerishe01,2020,NL,P,,NO,Training
nerishe01,2021,NL,P,,NO,Training
nerishe01,2022,AL,P,,NO,Training
nerishe01,2023,AL,P,,NO,Validation
nesbian01,2015,AL,P,,NO,Training
neshepa01,2013,AL,P,,NO,Training
neshepa01,2014,NL,P,,NO,Training
neshepa01,2015,AL,P,,NO,Training
neshepa01,2016,AL,P,,NO,Training
neshepa01,2017,NL,P,,NO,Training
neshepa01,2017,NL,P,,NO,Training
neshepa01,2018,NL,P,,NO,Training
neshepa01,2019,NL,P,,NO,Training
netoza01,2023,AL,SS,,NO,Validation
neusesh01,2019,AL,2B,,NO,Training
neusesh01,2019,AL,3B,,NO,Training
neusesh01,2021,NL,2B,,NO,Training
neusesh01,2021,NL,3B,,NO,Training
neusesh01,2021,NL,OF,,NO,Training
neusesh01,2022,AL,1B,,NO,Training
neusesh01,2022,AL,2B,,NO,Training
neusesh01,2022,AL,3B,,NO,Training
neusesh01,2022,AL,P,,NO,Training
neusesh01,2022,AL,SS,,NO,Training
